,Words
27021,fysisk sterk
27022,fysisk tilstand
27023,fysisk vannkvalitet
27024,fysisk-kjemisk analyse
27025,fysisk-kjemisk behandling
27026,fysisk-kjemisk endring
27027,fysisk-kjemisk observasjon
27028,fysisk-kjemisk prosess
27029,fysiske egenskaper
27030,fysiske fenomener
27031,fysiske forhold
27032,fysiske medier i transitt
27033,fysj
27034,fytobentos
27035,fytomasse
27036,fytosanitær rensing
27037,fytotoksin
27038,fytotoksisitet
27039,gå
27040,gå å vaske
27041,gå an
27042,gå arbeidsløs
27043,gå av
27044,gå baklengs
27045,gå bort
27046,gå bra
27047,gå bra sammen med
27048,gå dårlig for noen
27049,gå en omvei
27050,gå en tur
27051,gå etter
27052,gå etter i sømmene
27053,gå feil
27054,gå foran
27055,gå forbi
27056,gå fort
27057,gå fortapt
27058,gå fra den ene ytterlighet til den andre
27059,gå fra vettet
27060,gå fram og tilbake
27061,gå framover
27062,gå framover med stormskritt
27063,gå framoverbøyd
27064,gå fremover
27065,gå glipp av
27066,gå god for
27067,gå heden
27068,gå helt opp i
27069,gå hjulbeint
27070,gå hull på
27071,gå i
27072,gå i bakken
27073,gå i baklås
27074,gå i ball
27075,gå i bane rundt
27076,gå i barndommen
27077,gå i detalj
27078,gå i dørken
27079,gå i dvale
27080,gå i en spiral
27081,gå i fjøset
27082,gå i flokk
27083,gå i forbønn
27084,gå i front
27085,gå i gang
27086,gå i gjennom
27087,gå i glemmeboka
27088,gå i glemmeboken
27089,gå i glemsel
27090,gå i hi
27091,gå i kirka
27092,gå i klinsj
27093,gå i land
27094,gå i løse luften
27095,gå i oppfyllelse
27096,gå i oppløsning
27097,gå i panikk
27098,gå i rad og rekke
27099,gå i ring
27100,gå i seg selv
27101,gå i sikksakk
27102,gå i sjokk
27103,gå i sluttfasen
27104,gå i søvne
27105,gå i spissen
27106,gå i spissen for
27107,gå i stykker
27108,gå i surr
27109,gå i vannet
27110,gå i vasken
27111,gå igang med
27112,gå igjennom
27113,gå imellom
27114,gå imot
27115,gå inn
27116,gå inn i
27117,gå inn på
27118,gå inn/med på
27119,gå konkurs
27120,gå langs
27121,gå ledig
27122,gå løs på
27123,gå med
27124,gå med noen på skulderen
27125,gå med på
27126,gå med slagrute
27127,gå mot
27128,gå nærmere inn på
27129,gå ned
27130,gå ned i vekt
27131,gå ned igjen
27132,gå ned på kne
27133,gå nedenfor
27134,gå nedenom
27135,gå og drive
27136,gå og legge seg
27137,gå og vindusshoppe
27138,gå om igjen
27139,gå ombord
27140,gå omkring
27141,gå omkull
27142,gå opp
27143,gå opp i
27144,gå opp i flammer
27145,gå opp i røyk
27146,gå opp i vekt
27147,gå oppover
27148,gå over
27149,gå over ende
27150,gå over streken
27151,gå over til
27152,gå på
27153,gå på alle fire - på hender og føtter
27154,gå på beite
27155,gå på gaten
27156,gå på grunn
27157,gå på hode
27158,gå på jakt
27159,gå på kvinnejakt
27160,gå på limpinnen
27161,gå på revejakt
27162,gå på ryggen for
27163,gå på ski
27164,gå på skinner
27165,gå på skøyter
27166,gå på tå
27167,gå på tomgang
27168,gå på tur med
27169,gå rundt
27170,gå sakte
27171,gå samme vei tilbake
27172,gå sammen
27173,gå sammen i forbund
27174,gå sammen med
27175,gå seg bort
27176,gå seg i bresjen for
27177,gå seg vill
27178,gå sidelengs
27179,gå sin runde
27180,gå slepende
27181,gå som det skal
27182,gå stadig framover
27183,gå stikk i strid mot
27184,gå til
27185,gå til angrep mot
27186,gå til bunns
27187,gå til bunns i
27188,gå til de evige jaktmarker
27189,gå til innkjøp
27190,gå til innkjøp/anskaffelse av
27191,gå til overflaten
27192,gå til sengs
27193,gå til sine fedre
27194,gå til spille
27195,gå til streik
27196,gå til topps
27197,gå til ytterligheter
27198,gå tilbake
27199,gå tilbake i tid
27200,gå tom
27201,gå tungt
27202,gå tur
27203,gå tvers over
27204,gå under
27205,gå under jorden
27206,gå unna
27207,gå ut
27208,gå ut fra
27209,gå ut igjen
27210,gå ut med
27211,gå ut og gå med
27212,gå ut på
27213,gå utenfor
27214,gå videre
27215,gå videre til
27216,gå vill
27217,gå-gjengelære
27218,gå/stille seg i bresjen for
27219,gåbord
27220,gåen
27221,gående
27222,gågate
27223,gåing
27224,gåmanøvrert truck
27225,gåpåhumør
27226,går mot
27227,gård
27228,gårdbruker
27229,gårdsanlegg
27230,gårdsarbeid
27231,gårdsbruk
27232,gårdsbruk med husdyr
27233,gårdsbygning
27234,gårdsferie
27235,gårdsgjøremål
27236,gårdsgutt
27237,gårdshus
27238,gårdsnummer
27239,gårdsplass
27240,gårdstank for kjøling av melk
27241,gårdsutsalg
27242,gåre
27243,gårsdagens
27244,gås
27245,gåsegribb
27246,gåsehud
27247,gåshud
27248,gåstativ
27249,gåstav
27250,gåstol
27251,gåstol for spedbarn
27252,gåstoler
27253,gåsunge
27254,gåte
27255,gåtefull
27256,gåtefullt
27257,gått
27258,gåtur
27259,gabardin
27260,gabbro
27261,Gabon
27262,Gaborone
27263,Gabriel
27264,Gabriel Lippmann
27265,gadd
27266,gadolinium
27267,gaelisk
27268,Gaetano Donizetti
27269,gaffateip
27270,gaffel
27271,gaffelarmer
27272,gaffelarmsforlengere
27273,gaffelbom
27274,gaffelformet bjørkegrein
27275,gaffelgrein
27276,gaffelløft
27277,gaffelmonterte hjul
27278,gaffelplate
27279,gaffeltruck
27280,gaffeltrucker
27281,gaffelvogn
27282,gafle
27283,gaga
27284,gagn
27285,gagne
27286,gagnlig
27287,gagnløst
27288,Gaia
27289,gaid
27290,gal
27291,gal av
27292,Galakse
27293,galaksehop
27294,galaksen
27295,galaktisk
27296,galant
27297,galanteri
27298,Galatia
27299,galdre
27300,gale
27301,gale opptog
27302,galeas
27303,galehus
27304,Galei
27305,galeislave
27306,Galen
27307,galge
27308,galge med bøyle
27309,galgenfrist
27310,galgenhumor
27311,galgetre
27312,galhus
27313,Galicia
27314,galicisk
27315,Galilea
27316,Galileo Galilei
27317,Galileo-sonden
27318,galimatias
27319,galing
27320,galisisk
27321,galla
27322,galla-
27323,gallamiddag
27324,galle
27325,galle-
27326,gallebl
27327,galleblære
27328,galleblæren
27329,galleri
27330,galleskrik
27331,galleskrike
27332,gallestein
27333,gallesyk
27334,gallesykdom
27335,Gallia
27336,gallion
27337,gallionsfigur
27338,gallisisme
27339,gallisk
27340,gallium
27341,gallogen
27342,Gallon
27343,gallop
27344,gallopere
27345,gallopp
27346,gallup
27347,galneheie
27348,galning
27349,galon
27350,galopp
27351,galoppere
27352,galopperende
27353,galskap
27354,galt
27355,galvanisere
27356,galvanisering
27357,galvaniseringsanlegg
27358,galvanisert stål
27359,galvanisk
27360,galvanisk korrosjon
27361,galvanisk skilt krets
27362,galvanisme
27363,galvanometer
27364,Galway
27365,Gamal Abdel Nasser
27366,gamasje
27367,gambe
27368,Gambia
27369,gambit
27370,gamble
27371,gambler
27372,gametofytt
27373,gamla
27374,gamle dager
27375,Gamle Erik
27376,gamlefar
27377,gamlehjem
27378,gamlemor
27379,gamlen
27380,gamling
27381,Gamma
27382,gamma globulin
27383,gammafunksjon
27384,gammaradiografi
27385,gammaspektrometri
27386,gammastr
27387,gammastråle
27388,gammastråler
27389,gammastråling
27390,gammastrålingskilde
27391,gamme
27392,gammedør
27393,gammel
27394,gammel avleiring
27395,gammel dame
27396,gammel elev
27397,gammel garnfille
27398,gammel gubbe
27399,gammel heks
27400,gammel kjent
27401,gammel kjerring
27402,gammel mann
27403,gammel slitt pesk
27404,gammel stofil
27405,gammel tid
27406,gammel venn
27407,gammeldags
27408,gammeldans
27409,gammelengelsk
27410,gammelfarfar
27411,gammelfarforeldre
27412,gammelfarmor
27413,gammelfransk
27414,Gammelgresk
27415,gammelh
27416,gammelmannsstyre
27417,gammelmodig
27418,gammelmorfar
27419,gammelmorforeldre
27420,gammelmormor
27421,gammelnorsk
27422,gammelskog
27423,gammelsnø
27424,gammelsvensk
27425,gammelt anlegg
27426,gammelt miljørisikoområde
27427,gammelt utslitt fiskegarn
27428,gammelungkar
27429,gammen
27430,gamp
27431,gand
27432,gane
27433,ganelyd
27434,ganeproteser
27435,Ganesha
27436,gang
27437,gang på gang
27438,gangart
27439,gangbane
27440,gangbar
27441,gangbar terminologi
27442,gangbergart
27443,gangbro
27444,gangbru
27445,gangdør
27446,gange
27447,gangen
27448,ganger
27449,gangerske
27450,Ganges
27451,ganghastighet
27452,ganghjelpemiddel
27453,ganghjelpemidler som håndteres med begge armene
27454,ganghjelpemidler som håndteres med en hånd
27455,ganging
27456,gangkoeffisient
27457,gangkurve
27458,ganglie
27459,ganglinje
27460,ganglion
27461,gangren
27462,gangsikkerhet
27463,gangsone
27464,gangsperre
27465,gangspill
27466,gangster
27467,gangstervirksomhet
27468,gangsti
27469,gangtrinn
27470,gangtunnel
27471,gangveg
27472,gangvei
27473,gankvist
27474,ganske
27475,ganske bra
27476,ganske gammel
27477,ganske god
27478,ganske lite
27479,ganske liten
27480,ganske mange
27481,ganske mye
27482,ganske visst
27483,Gansu
27484,gantes
27485,Ganymedes
27486,Gap
27487,gapahuk
27488,gape
27489,gapeflyndre
27490,gapende
27491,gapende sår
27492,gapestokk
27493,gapskratte
27494,garant
27495,garantere
27496,garantere mot
27497,garantert
27498,garantert holdbarhetstid etter mottak
27499,garanti
27500,garanti-institusjon
27501,garantierklæring
27502,garantist
27503,garasje
27504,garasjen
27505,garasjeport
27506,garasjesalg
27507,garbanzobønner
27508,gard
27509,Gardasj
27510,garde
27511,gardenia
27512,gardere
27513,Gardermobanen
27514,garderobe
27515,garderobebetjent
27516,garderobeskap
27517,gardert
27518,gardin
27519,gardinpreken
27520,gardintrapp
27521,gardist
27522,garn
27523,garn eller not uten tau i overkanten av fiskegarn
27524,garn i laksestengsel
27525,garn til nett
27526,garn- og trådhandel
27527,garn-fargestoff
27528,garnbehandlende maskiner
27529,garndupp
27530,garne
27531,garnere
27532,garnering
27533,garnfiske
27534,garnfiske under isen
27535,garnflottør
27536,garnison
27537,garnlenke
27538,garnmaske
27539,garnnål
27540,garnnøste
27541,garnstreng
27542,Garonne
27543,garpegenitiv
27544,garrigue
27545,gartner
27546,gartnere
27547,gartneri
27548,gartnerivirksomhet
27549,garve
27550,garvebark
27551,garvefett
27552,garveri
27553,garverimaskin
27554,garvesyre
27555,garvesyretall
27556,garvet skinn
27557,gasbind
27558,gasel
27559,gaselle
27560,gasje
27561,gasjere
27562,gasohol
27563,gasometer
27564,gass
27565,gass i flaske
27566,gass pedal
27567,gass under trykk
27568,gass-slange
27569,gass-slokkesystem
27570,gass-slynge
27571,gass-smeltesveising
27572,gass-standard
27573,gass-stopp-modus
27574,gass-sveising
27575,gassalarmgiver
27576,gassanalysator
27577,gassanalyse
27578,gassanlegg
27579,gassapparat
27580,gassapparater med dekorativ effekt
27581,gassavleser
27582,gassbehandling
27583,gassbeholder
27584,gassbeskyttet
27585,gassbeskyttet buesveising
27586,gassbeskyttet lysbuesveising
27587,gassbeskyttet sveising med ikke-smeltende elektrode
27588,gassbetong
27589,gassblanding
27590,gassbobler
27591,gassboring
27592,gassbrenner
27593,gassbrenner med høy hastighet
27594,gasscelle med kontinuerlig gjennomstrømning
27595,gassdetektor
27596,gassdispersjonsrør
27597,gassdistribusjon
27598,gassdistribusjonssystem
27599,gassdrevet kjøretøy
27600,gasse
27601,gasse seg i solen
27602,gasse seg opp
27603,gasselskap
27604,gassfaseatom
27605,gassfilter
27606,gassflaske
27607,gassflaske av aluminiumlegering
27608,gassflaske av sveiset karbonstål
27609,gassflaske for acetylen
27610,gassforbindelse
27611,gassforbrukende apparat
27612,gassforbrukende utstyr
27613,gassfordeling
27614,gassfordelingsrør med sintret glass
27615,gassfordelingsventil
27616,gassform
27617,gassformet
27618,gassformig brensel
27619,gassformig likevekt
27620,gassforsyning
27621,gassforsyningssystem
27622,gassfortrengningspumpe
27623,gassfyring
27624,gassfyrt
27625,gassfyrt absorpsjons- og adsorpsjonsklimaanlegg
27626,gassfyrt lysende strålingsvarmer
27627,gassfyrt momentanvannvarmer
27628,gassfyrt rørstråleovnssystem
27629,gassfyrt rørstråleovnssystem med flere brennere
27630,gassfyrt rørstråleovnsystem
27631,gassfyrt sentralvarmekjel
27632,gassfyrt strålingsvarmer
27633,gassfyrt strålingsvarmer av rør
27634,gassfyrt tørketrommel
27635,gassfyrte strålingsvarmere av rør med én brenner
27636,gassgenerator
27637,gassholdig
27638,gassing
27639,gassinstallasjon
27640,gassisk
27641,gasskammer
27642,gasskåret ende
27643,gasskip
27644,gasskjempe
27645,gassklokke
27646,gasskomfyr
27647,gasskompressor
27648,gasskondensering
27649,Gasskonstant
27650,gasskraft
27651,gasskraftverk
27652,gasskromatograf
27653,gasskromatografi
27654,gasskromatografisk metode
27655,gasskromatografisystem
27656,gasskromotografi
27657,gasskuleblåsing
27658,gassledning
27659,gassledningsnett
27660,gasslekkasje
27661,gasslighter
27662,gasslys
27663,gassmåler
27664,gassmåler med membran
27665,gassmaske
27666,gassmengde
27667,gassmotor
27668,gassoppvarmet storkjøkkenutstyr
27669,gassovervåkningssystem
27670,gassovn
27671,gasspedal
27672,gasspermeabilitet
27673,gasspipette av stål
27674,gasspressveising
27675,gassprøvetakingsventil av rustfritt stål
27676,gasspute
27677,gasspyknometermetode
27678,gassrensekolonne
27679,gassrenser
27680,gassrensing
27681,gassreserve
27682,gassreservoar
27683,gassresirkulering
27684,gassrom
27685,gassrør
27686,gassrørledning
27687,gassrørledningsnettverk
27688,gassterminal
27689,gasstett
27690,gasstett dress
27691,gasstett vernetøy for redningsstyrker
27692,gasstetthet
27693,gasstilførsel
27694,gasstilstand
27695,gasstørker
27696,gasstransport
27697,gasstrøm
27698,gasstrømmåler
27699,gasstrykkfjær
27700,gasstrykkregulator
27701,gasstrykkreguleringsanlegg
27702,gassturbin
27703,gassur
27704,gassurenhet
27705,gassutskiller
27706,gassutslipp
27707,gassutvikling
27708,gassutvinning fra kull
27709,gassvaskeflaske
27710,gassvasker
27711,gassvaskevann
27712,gassvasking
27713,gassveiseutstyr
27714,gassveising med luft-acetylengass
27715,gassveising med luftbrenngass
27716,gassventil
27717,gassverk
27718,gassverndrakt
27719,gast
27720,gastrit
27721,gastritis
27722,gastritt
27723,gastroenterititt
27724,gastrointestinal
27725,gastronom
27726,gastronomi
27727,gastronomisk
27728,gastropod
27729,gastropode
27730,gate
27731,gate med dubbelriktad trafik
27732,gate med toveis trafikk
27733,gatebelegging
27734,gatebil
27735,gatefeier
27736,gatefest
27737,gatefortegnelse
27738,gategrunnsleie
27739,gategutt
27740,gatehjørne
27741,gatekj
27742,gatekjøkken
27743,gatekritt
27744,gatekryss
27745,gatelykt
27746,gatelys
27747,gatemøbler
27748,gatemusikant
27749,gatens løse fugler
27750,gatepike
27751,gater
27752,gaterengjøring
27753,gatesanger
27754,gateselger
27755,gatestein
27756,gateteater
27757,gateverdi
27758,gatlingvåpen
27759,GATT
27760,gaucho
27761,gauda
27762,gaudaost
27763,gauk
27764,gauke
27765,Gauldalen
27766,gaule
27767,gaullisme
27768,gaupe
27769,Gauss-fordeling
27770,gaussisk
27771,gave
27772,gavebutikk
27773,gavel
27774,gavepakke
27775,gavl
27776,gavlbeslag
27777,gavmild
27778,gavmildhet
27779,gavmildt
27780,gavotte
27781,Gay Lussac-pyknometer
27782,Gaza
27783,Gazastripa
27784,Gazastripen
27785,gæern
27786,gæren
27787,Gdynia
27788,gean
27789,Geb
27790,geberde
27791,gebet
27792,gebiss
27793,gebrekkelig
27794,gebrokkent
27795,gebursdag
27796,gebursdagsbarn
27797,gebyr
27798,gedigen
27799,gedit
27800,GEF
27801,geheimer
27802,Gehenna
27803,geigerteller
27804,geil
27805,geip
27806,geipe
27807,geirfugl
27808,Geisha
27809,geistlig
27810,geistlig av høy rang
27811,geistlighet
27812,geit
27813,geitebønner
27814,geitebukk
27815,geitefjøs
27816,geitegjeter
27817,geitehams
27818,geitehunn
27819,geitekilling
27820,geitepasser
27821,geiteskinn
27822,geiteull
27823,geithams
27824,geitost
27825,geitrams
27826,gekko
27827,gel
27828,gel tid
27829,gelatin
27830,gelatineringsgrad
27831,gelatinøs
27832,gelbelegg
27833,Gelderland
27834,gelé
27835,geléaktig
27836,geledd
27837,geleide
27838,gelender
27839,gelendersøyle
27840,gelenderstolpe
27841,gelstyrke
27842,geltid
27843,gemal
27844,gemasjer
27845,gemen
27846,gemene
27847,gemenhet
27848,geminere
27849,gemmologi
27850,gemse
27851,gemytt
27852,gemyttlig
27853,gemyttlighet
27854,gen
27855,genbank
27856,gendarm
27857,gendarmeri
27858,gene
27859,genealog
27860,genealogi
27861,genealogisk
27862,gener
27863,general
27864,generalforsamling
27865,generalguvernør
27866,generalisere
27867,generalisering
27868,generaliserte koordinater
27869,generalist
27870,generalkonsul
27871,generall
27872,generalmajor
27873,generaloberst
27874,generalsekret
27875,generalsekretær
27876,generalsrang
27877,Generalstabsnemnden
27878,generalstreik
27879,generasjon
27880,generasjonskløft
27881,generativ
27882,generator
27883,generatoraggregat
27884,generatorenhet
27885,generatrise
27886,generell
27887,generell arkivplan
27888,generell belysning
27889,generell brannalarmindikator
27890,generell bruk
27891,generell eksaminering
27892,generell feilvarslingsindikator
27893,generell gift
27894,generell henvisning til standarder
27895,generell kjemi
27896,generell oversikt
27897,generell prøvingsindikator
27898,generell slutning
27899,generell toleranse
27900,generell utgravingsdybde
27901,generell veiledning
27902,generelle bestemmelser
27903,generelle bestemmelser for prøver
27904,generelle tegneregler
27905,generelle tekniske krav
27906,generelt
27907,generelt forvaltningstiltak
27908,generere
27909,genererende skjæreverktøy
27910,generering av støy
27911,generering av tenner
27912,generert
27913,generert varme
27914,generisk
27915,generisk begrep
27916,generisk begrepsrelasjon
27917,generisk identifikasjon
27918,generisk lim
27919,generøs
27920,generøs gave
27921,generøs handling
27922,generøsitet
27923,genert
27924,Genesaretsj
27925,genese
27926,genesis
27927,genetiker
27928,genetikk
27929,genetisk
27930,genetisk effekt
27931,genetisk informasjon
27932,Genetisk kode
27933,genetisk mangfold
27934,genetisk modifisert organisme
27935,genetisk ressurs
27936,genetisk variasjon
27937,genetiv
27938,Genève
27939,genever
27940,Genfersjøen
27941,genflyt
27942,geni
27943,genial
27944,genialitet
27945,geniforklare
27946,genital
27947,genitalbeskytter
27948,genitalia
27949,genitaliene
27950,genitalier
27951,Genitiv
27952,genmodifisering
27953,genmodifisert organisme
27954,genmodifisert plante
27955,Genom
27956,genotoksisitet
27957,Genova
27958,genpool
27959,genre
27960,genser
27961,Gent
27962,genteknikk
27963,genteknologi
27964,genteknologilovgivning
27965,genterapi
